dialogue_id	turn_id	utterance
1026	a1	How late did you stay at the party?
1026	b1	Until just after midnight.
1027	a2	What time did you get home?
1027	b2	I got home just before 1am
1028	a3	Did you get lucky?
1028	b3	I sure did!
1029	a1	How come you didn't come to the party?
1029	b1	I got really sick.
1030	a2	I hope you feel better!
1030	b2	Thank you it is just alittle bug though.
1031	a3	Make sure you drink plenty of fluids.
1031	b3	I did and I'm feeling much better.
1032	a1	Are we almost to our destination?
1032	b1	Not far away
1033	a2	Will I need my passport?
1033	b2	No you won't need your passport until we come back.
1034	a3	Are they going to search our bags?
1034	b3	They might check our bags.
1035	a1	Do you think I should write back?
1035	b1	Yes, I don't think it will hurt to try.
1036	a2	What do you think I should write?
1036	b2	I'm not sure , say whats on your mind!
1037	a3	I'm just going to text him that I'm not interested and he needs to move on.
1037	b3	Be nice though!
1038	a1	Are there places to eat near?
1038	b1	Yes. McDonalds and Applebees
1039	a2	Let's go to Applebee's!
1039	b2	I've never eaten there, do they have pizza?
1040	a3	I don't think so, but they have good wings.
1040	b3	I don't like wings, they are messy.
1041	a1	Do you know which search engine I should use for recipes?
1041	b1	I usually use Google.
1042	a2	I don't like Google. Is there a better one?
1042	b2	Have you tried a specialized search engine? I like the one at allrecipes.
1043	a3	I have never used that but I will give it a shot.
1043	b3	If you do use that site search for the Tuna Souvlaki Pasta. Also they have a bunch of Ramadan recipes too!
1044	a1	What did you get mom?
1044	b1	A new bathrobe.
1045	a2	Did she say she wanted one? I bought her a gift certificate for the Spa because she was saying last week she wanted to go there.
1045	b2	That's nice too. But I'm quite sure mom will like my gift better. Because it's from her favourite child.
1046	a3	I'm sure you mean my gift, because I'm her favorite child.
1046	b3	She will like both of our gifts.
1047	a1	Hi, what's your name?
1047	b1	My name is John.
1048	a2	It's so nice to meet you, John!
1048	b2	Likewise. I'm sorry. I didn't catch your name.
1049	a3	My name is Frank.
1049	b3	How long have you been coming here, Frank?
1050	a1	How old were you when you first started learning English?
1050	b1	From the day I was born.
1051	a2	Then where is your accent from?
1051	b2	It's a French accent.
1052	a3	Did you live in France?
1052	b3	Yes I lived in Bordeaux for 13 years.
1053	a1	Where did you go to college?
1053	b1	I went to college in New York City.
1054	a2	What was your favorite part of living in the city?
1054	b2	Coffee on every corner.
1055	a3	Wow, that's really sad
1055	b3	No way! I had so many coffee dates you wouldn't believe it!
1056	a1	Where is the bathroom?
1056	b1	Look out for the sign, it's just up ahead.
1057	a2	Oh, I see it, thanks.
1057	b2	I'll meet you right here as soon as I get out of there.
1058	a3	OK, what are we getting from here?
1058	b3	I was hoping we could grab some lunch.
1059	a1	What's on sale at the bakery this week?
1059	b1	Sir, this is a hotel, and I've told you several times already today that such a sentence is not a code for any special services at the hotel. Please stop.
1060	a2	Listen; my friend told me this was a place to get hash brownies so cough up the goods!
1060	b2	Leave or I will call the police.
1061	a3	But I AM the police!
1061	b3	Good then you're already here!
1062	a1	Are you free tonight?
1062	b1	No, I have a date with my couch.
1063	a2	Mind if I come over?
1063	b2	Only if you bring pizza!
1064	a3	Okay, but what time do you have to get ready for your date?
1064	b3	I'm always ready to sit on my couch!
1065	a1	How did Sam get such good grades?
1065	b1	He studied constantly and worked with several tutors.
1066	a2	How much did the tutors cost?
1066	b2	I think like $50 a session.
1067	a3	Not a bad return on investment I'd say!
1067	b3	Yes, I am quite satisfied with his results.
1068	a1	Which shampoo do you use?
1068	b1	I use this stuff I found at the dollar store. It is only a dollar and has color protection for my hair!
1069	a2	Wow! I wouldn't think that coming from the Dollar Store!
1069	b2	I was surprised, too.
1070	a3	You are braver than I am. I would be afraid it would fry my hair.
1070	b3	Well, it did make some of my hair fall out, but the color protection is still great.
1071	a1	When is your next test?
1071	b1	Sometime in July.
1072	a2	Well, good luck.
1072	b2	Thanks! You're so kind.
1073	a3	Do you think you will pass?
1073	b3	I've been studying up a storm so I hope I pass.
1074	a1	Hello, how are you?
1074	b1	I'm good. How are you?
1075	a2	Awesome,thank you so much
1075	b2	Well, have a nice day.
1076	a3	You, too. Nice to see you.
1076	b3	Nice to see you too. Tell your sister I said hi.
1077	a1	When will the nurse come to see me?
1077	b1	She is on her way and will be here within the next 15 minutes.
1078	a2	Ok thank you.
1078	b2	No problem. Are you comfortable?
1079	a3	Yeah, I am pretty comfortable.
1079	b3	Do you need a refill on your water?
1080	a1	How did that happen?
1080	b1	I'm not sure.
1081	a2	What do you mean you're not sure?
1081	b2	I mean that I could give an answer, but I'd have a pretty good chance of being wrong.
1082	a3	You must have been super drunk.
1082	b3	We may have been drunk, and I may have forgotten, but I was able to convince you not to drive that night.
1083	a1	Could you repeat that please?
1083	b1	Sure, I said 'hello'
1084	a2	Oh, that's not at all what I thought you said.
1084	b2	What did you think I said?
1085	a3	For a second there, it sounded like Oh No.
1085	b3	Oh, nope, I was just saying hi!
1086	a1	Where do you think you are going?
1086	b1	I really want to go to the mall, can I?
1087	a2	I guess you can. Ask first next time.
1087	b2	Okay, I'm sorry.
1088	a3	While you're there can you buy me some socks?
1088	b3	What color would you like?
1089	a1	Do you know if it is raining yet?
1089	b1	I don't know, I haven't looked outside.
1090	a2	Does your phone not have the weather?
1090	b2	I never feel 100% sure unless I can see it for myself.
1091	a3	I know what you mean; weather apps are so often inaccurate!
1091	b3	We both have serious problems if we can't trust that it's raining until we actually feel it touching our bodies. Perhaps we should seek psychiatric assistance for our trust issues.
1092	a1	Did you take your pills?
1092	b1	No, I forgot to take my pills
1093	a2	Aren't they for forgetfullness?
1093	b2	Very funny. No, of course they don't make pills for that.
1094	a3	What a shame, you really could use some of those!
1094	b3	haha, I believe they should indeed.
1095	a1	When will you come back?
1095	b1	Right after I drop the kids off at hockey practice, why?
1096	a2	Great, can you please pick up some milk at the store on your way back?
1096	b2	Sure, do I need to pick up anything else while I'm there?
1097	a3	Get me a box of donuts; I need to put on some weight.
1097	b3	No donuts, Dear; We are starting our diet today.
1098	a1	Where is my good coat?
1098	b1	In the closet.
1099	a2	Has it been dry cleaned?
1099	b2	Yes, last week. The cleaner even sewed on the loose button.
1100	a3	Thank you so much honey! I love that coat and have missed not wearing it. I am taking you out for dinner tonight as a thank you.
1100	b3	Thank you Honey! that is so sweet of you!
1101	a1	Is your mom coming to visit tomorrow?
1101	b1	Yes, after lunch.
1102	a2	Do you mind if I stop by? I would love to see her.
1102	b2	Absolutely , she would love to see you also!
1103	a3	How is she doing?
1103	b3	She is doing well, she had surgery last week so she has been resting.
1104	a1	Where is the meeting room?
1104	b1	Down the hall to your left.
1105	a2	Has anyone else arrived?
1105	b2	Yes a few people are already in the room.
1106	a3	Good; I hate being the first to arrive.
1106	b3	Don't forget to greet everyone, those are very important clients.
1107	a1	What have you bought, today?
1107	b1	Groceries and dog food
1108	a2	Good. We need more dog food.
1108	b2	Did we need groceries too?
1109	a3	Yes! It's not just the dog who needs to eat!
1109	b3	Yes, we need to eat too!
1110	a1	How's your wife doing?
1110	b1	She's better now that she's had the procedure done.
1111	a2	I'm so glad to hear that. Give her my best, would you?
1111	b2	Of course, she'll be happy to hear I saw you today.
1112	a3	I know! I have been thinking a lot about you guys lately.
1112	b3	You're very thoughtful.
1113	a1	What are your summer vacation plans?
1113	b1	I don't have any plans yet.
1114	a2	You should come to the beach with us!
1114	b2	I am not sure. I think I may just get a part time job this summer. Tired of eating ramen noodles.
1115	a3	You could work for a couple of months and then take a week off.
1115	b3	You should learn to love more and judge a little less.
1116	a1	Why haven't you done anything?
1116	b1	I'm not feeling well.
1117	a2	Why, what's wrong with you?
1117	b2	I have a really bad headache.
1118	a3	Maybe you should step away from your computer and phone for a bit.
1118	b3	You literally pay me to be at my computer and phone all day. Are you offering me a paid vacation?
1119	a1	Are you getting married?
1119	b1	Not any time soon!
1120	a2	Of course you are!
1120	b2	No, I'm not.
1121	a3	Good, then you can take off with me to Bermuda.
1121	b3	Don't I wish?
1122	a1	Where did you buy your wallet?
1122	b1	I found it in the street.
1123	a2	Did you try to return it?
1123	b2	It did not have anything in it so I don't know where I would return it.
1124	a3	It was probably stolen and tossed after the money and credit cards were removed.
1124	b3	I think I will turn it in to the police.
1125	a1	Can you pass me that object?
1125	b1	I will give it to you.
1126	a2	thank you very much
1126	b2	You're quite welcome
1127	a3	Can you pass me the thing next to it too? I can't remember what you call these things!
1127	b3	Sure not a problem, would you also like the others next to it?
1128	a1	Are you feeling ok?
1128	b1	I feel fine.
1129	a2	I am asking because you look really pale and tired.
1129	b2	I had trouble sleeping last night but the coffee is starting to kick in.
1130	a3	That reminds me, I need a cup myself.
1130	b3	How could you ever forget your coffee?
1131	a1	Will you call my husband?
1131	b1	If you need me to. What should I tell him?
1132	a2	Tell him I will be late
1132	b2	Fine, though you could really do that yourself.
1133	a3	I'm making the pie filling and I don't want to get jam all over the phone.
1133	b3	Oh, no problem. I'll call him.
1134	a1	Did the car get dented up?
1134	b1	No, it didn't.
1135	a2	Is the other car okay?
1135	b2	No, more like a total loss.
1136	a3	Did anyone get hurt?
1136	b3	No, the other driver was totally drunk but somehow came out without a scratch.
1137	a1	Is there anything on TV tonight?
1137	b1	I don't know. Look it up on your phone.
1138	a2	Alright, just give me one second.
1138	b2	One. Time's up!
1139	a3	You knew what I meant smartie pants!
1139	b3	I know, I know you hate how literal I am.
1140	a1	Can you even cook?
1140	b1	yes, I can cook very delicious meals.
1141	a2	Maybe one day I can taste your cooking.
1141	b2	This weekend? We could get a dinner party going.
1142	a3	Sounds good. Who shall we invite?
1142	b3	How about Jack and Diane?
1143	a1	Is it a bad thing that I don't receive my medication in time?
1143	b1	Yes. Medication should be taken in a timely manner.
1144	a2	Who can I complain to?
1144	b2	You should call the head nurse.
1145	a3	What is the head nurse's name?
1145	b3	I don't know but I bet if you press that red button someone will show up
1146	a1	Can you pick me up?
1146	b1	Yes, whenever you are ready.
1147	a2	I'm ready right now, come right now!
1147	b2	Ok I'm on my way
1148	a3	Call me when you get here.
1148	b3	Okay, sure thing.
1149	a1	Is it raining outside?
